Search term,Campaign,Ad group,Match type,Added/Excluded,Clicks,Impr.,Cost,Conversions,RECOMMENDATION,REASON
free basketball camps nyc,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: ' ny'
blue chip baseball long island,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
basketball solo drills,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'drills'
what size soccer ball for 3 year old,CM - pMax - Portland (MxConv), --,Performance Max,None,2,10,0.05,0.00,ADD NEGATIVE,Wrong intent signal: 'what size'
lids long island,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
garden city lacrosse,CM - pMax - Portland (MxConv), --,Performance Max,None,0,7,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'garden city'
ypdc nassau,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'nassau'
hoop lab syosset,CM - pMax - Portland (MxConv), --,Performance Max,None,0,3,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'syosset'
sleep away camp new york,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'new york'
new york jets training camp,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'new york'
kids magician long island,CM - pMax - Portland (MxConv), --,Performance Max,None,0,4,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
what size tennis racket 5 year old,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'what size'
soccer ball size for 11 year old boy,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'ball size'
lacrosse camps long island,CM - pMax - Portland (MxConv), --,Performance Max,None,3,41,8.86,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
long island cheer prodigy,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
how to improve bat speed,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'how to'
long island baseball leagues,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
summer youth employment program,CM - pMax - Portland (MxConv), --,Performance Max,None,0,4,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'employment'
soccer ball size 12u,CM - pMax - Portland (MxConv), --,Performance Max,None,0,3,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'ball size'
how to slide tennis,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'how to'
long island futsal academy,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
field hockey warm up drills,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'drills'
pull up jumper drills,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'drills'
boys lacrosse drills,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'drills'
swim camp long island,CM - pMax - Portland (MxConv), --,Performance Max,None,1,2,0.80,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
kidstrong lake grove ny,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: ' ny'
adult softball league long island,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
best day camps on long island,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
how to pitch,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'how to'
soccer ball size for 7 year old,CM - pMax - Portland (MxConv), --,Performance Max,None,0,5,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'ball size'
dribbling drills for beginners,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'drills'
field hockey defense drills,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'drills'
goalkeeper drills for kids,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'drills'
volleyball camp long island,CM - pMax - Portland (MxConv), --,Performance Max,None,10,87,12.60,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
cheerleading westchester ny,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: ' ny'
li voyagers day camp,CM - pMax - Portland (MxConv), --,Performance Max,None,0,4,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'li '
golf camps westchester county ny,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: ' ny'
things to do on long island ny,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
4 h camp riverhead ny,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: ' ny'
westchester volleyball ny,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: ' ny'
westbury camp,CM - pMax - Portland (MxConv), --,Performance Max,None,0,5,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'westbury'
how to fluff pom poms for cheer,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'how to'
wing back drills,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'drills'
what size soccer ball for a 4 year old,CM - pMax - Portland (MxConv), --,Performance Max,None,0,6,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'what size'
how to get better at dribbling with your off hand,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'how to'
camp mohawk white plains ny,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: ' ny'
how to become a better point guard in basketball,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'how to'
baseball tips for little league,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'tips for'
travel camp long island,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
how to rebound in basketball,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'how to'
long island kids activities,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
what size tennis racket for 4 year old,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'what size'
camp deer park new york,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'new york'
scuba diving new york,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'new york'
long island gymnastics camp,CM - pMax - Portland (MxConv), --,Performance Max,None,1,2,4.51,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
how to spin move in basketball,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'how to'
what size is a regular soccer ball,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'what size'
new york sluggers,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'new york'
how to hold runners on second base,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'how to'
phil handy dribbling drills,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'drills'
farmingdale state golf,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'farmingdale'
how to play golf for beginners,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'how to'
how to dribble in goalbound,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'how to'
10 year old soccer ball size,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'ball size'
crestwood camp melville,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'melville'
nassau community college summer 2026,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'nassau'
workout for kids,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'workout'
volleyball on long island,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
soccer ball size 8 year old,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'ball size'
what to do in long island,CM - pMax - Portland (MxConv), --,Performance Max,None,0,3,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
farmingdale state college softball,CM - pMax - Portland (MxConv), --,Performance Max,None,0,4,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'farmingdale'
age 7 soccer ball size,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'ball size'
how to be good at basketball,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'how to'
li voyagers camp,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'li '
summer camps hiring 15 year olds near me,CM - pMax - Portland (MxConv), --,Performance Max,None,0,3,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'hiring'
summer day camp jobs near me,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'jobs'
commack lacrosse,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'commack'
how to teach youth to catch a football,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'how to'
volleyball long island,CM - pMax - Portland (MxConv), --,Performance Max,None,2,14,1.07,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
camps nassau county,CM - pMax - Portland (MxConv), --,Performance Max,None,2,3,2.20,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'nassau'
nassau county summer camp 2025,CM - pMax - Portland (MxConv), --,Performance Max,None,0,4,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'nassau'
camp counselor jobs for 16 year olds,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'jobs'
ball size 5,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'ball size'
golf schools on long island,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
stars baseball academy ny,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: ' ny'
best tee ball drills,CM - pMax - Portland (MxConv), --,Performance Max,None,1,2,1.15,0.00,ADD NEGATIVE,Wrong intent signal: 'drills'
how to size a tennis racket,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'how to'
basketball drills for team practice,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'drills'
finishing drills basketball,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'drills'
que hacer en long island new york,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
driftwood camp,CM - pMax - Portland (MxConv), --,Performance Max,None,0,11,0.00,0.00,ADD NEGATIVE,Competitor term: 'driftwood camp'
summer soccer camps nyc,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: ' ny'
horse riding lessons long island,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
horseback riding lessons long island,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
youth football drills with pads,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'drills'
soccer training long island,CM - pMax - Portland (MxConv), --,Performance Max,None,0,3,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
how to play field hockey,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'how to'
summer camp westbury ny,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: ' ny'
summer camps in long island,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
summer camp for kids long island,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
soccer teams nyc,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: ' ny'
how to hold tennis racket,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'how to'
tennis east hampton ny,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: ' ny'
ball size comparison 3d,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'ball size'
parks to visit in long island,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
baseball drills for 7 year olds,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'drills'
basketball camps in long island,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
things to do on long island kids,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
how to do a hesitation move in basketball,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'how to'
special needs summer camp long island,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
lacrosse camp long island,CM - pMax - Portland (MxConv), --,Performance Max,None,0,12,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
museums on long island for kids,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
what to do in long island today,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
long island youth basketball leagues,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
fun things to do in long island for kids,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
what size is the official soccer ball,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'what size'
kid activities long island,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
st luke's summer camp farmingdale,CM - pMax - Portland (MxConv), --,Performance Max,None,1,7,6.58,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'farmingdale'
how to pitch a baseball,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,Wrong intent signal: 'how to'
sleepaway camps new york,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'new york'
susa long island,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
syosset swim school,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'syosset'
softball camp new york,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'new york'
what size soccer ball does a 3 year old use,CM - pMax - Portland (MxConv), --,Performance Max,None,1,2,0.02,0.00,ADD NEGATIVE,Wrong intent signal: 'what size'
ymca farmingdale,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'farmingdale'
the hamptons new york,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'new york'
activities for kids on long island,CM - pMax - Portland (MxConv), --,Performance Max,None,0,1,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: 'long island'
summer camp nyc,CM - pMax - Portland (MxConv), --,Performance Max,None,0,2,0.00,0.00,ADD NEGATIVE,NY/LI geography in Portland campaign: ' ny'
